case_id,task,resource,start_time,completion_time,ApplicationType,LoanGoal,RequestedAmount
32,W_Complete application,User_53,2020-01-01 02:16:04.762376,2020-01-01 02:23:01.746375,"New credit","Home improvement","588.5345879616831"
35,W_Complete application,User_53,2020-01-01 02:23:01.746375,2020-01-01 02:32:06.138438,"New credit","Car","0.015270791613301237"
34,W_Complete application,User_52,2020-01-01 02:21:58.692711,2020-01-01 02:41:23.014125,"New credit","Extra spending limit","174.65899843252373"
36,W_Complete application,User_53,2020-01-01 02:32:06.138438,2020-01-01 02:42:46.676931,"New credit","Home improvement","11813.752786464778"
0,W_Complete application,User_75,2020-01-01 02:19:49.326116,2020-01-01 02:43:19.793460,"New credit","Existing loan takeover","408.10862288989114"
3,W_Call after offers,User_75,2020-01-01 02:43:19.793460,2020-01-01 02:46:19.332389,"New credit","Home improvement","12657.473768689772"
2,W_Complete application,User_53,2020-01-01 02:42:46.676931,2020-01-01 02:49:36.832603,"New credit","Car","61470.93271703043"
4,W_Call after offers,User_75,2020-01-01 02:46:19.332389,2020-01-01 02:50:43.500428,"New credit","Car","9.205188465043536"
37,W_Complete application,User_52,2020-01-01 02:41:23.014125,2020-01-01 02:52:49.075281,"New credit","Car","34.948474372924565"
6,W_Call after offers,User_75,2020-01-01 02:50:43.500428,2020-01-01 02:53:10.687280,"New credit","Home improvement","6245.486131058578"
5,W_Complete application,User_53,2020-01-01 02:49:36.832603,2020-01-01 02:54:57.002411,"Limit raise","Existing loan takeover","1.292180322185062"
9,W_Call after offers,User_75,2020-01-01 02:53:10.687280,2020-01-01 02:55:54.642694,"New credit","Home improvement","3223.3885146976495"
10,W_Complete application,User_75,2020-01-01 02:55:54.642694,2020-01-01 03:03:17.019200,"New credit","Home improvement","19317.172010105864"
8,W_Complete application,User_53,2020-01-01 02:54:57.002411,2020-01-01 03:03:51.193493,"New credit","Car","13.235226467383498"
7,W_Complete application,User_52,2020-01-01 02:52:49.075281,2020-01-01 03:09:34.004202,"New credit","Unknown","24.505673857286332"
38,W_Handle leads,User_52,2020-01-01 03:09:34.004202,2020-01-01 03:12:15.966614,"New credit","Extra spending limit","542.945564090006"
40,W_Handle leads,User_52,2020-01-01 03:12:15.966614,2020-01-01 03:15:46.851926,"New credit","Car","23740.2883780266"
39,W_Complete application,User_75,2020-01-01 03:09:34.004202,2020-01-01 03:16:22.739300,"Limit raise","Car","734.6490363249457"
41,W_Complete application,User_53,2020-01-01 03:12:15.966614,2020-01-01 03:19:54.675928,"New credit","Home improvement","0.5665601920759415"
42,W_Complete application,User_52,2020-01-01 03:15:46.851926,2020-01-01 03:20:06.965072,"Limit raise","Home improvement","1337.6902871249988"
11,W_Complete application,User_75,2020-01-01 03:16:22.739300,2020-01-01 03:26:00.473201,"New credit","Car","33246.63008405885"
43,W_Complete application,User_52,2020-01-01 03:20:06.965072,2020-01-01 03:28:34.278332,"New credit","Not speficied","26.61058477018841"
12,W_Complete application,User_53,2020-01-01 03:19:54.675928,2020-01-01 03:29:59.331287,"New credit","Car","775.7912572272811"
14,W_Call after offers,User_53,2020-01-01 03:29:59.331287,2020-01-01 03:37:50.441948,"New credit","Home improvement","39742.793278739904"
45,W_Complete application,User_52,2020-01-01 03:28:34.278332,2020-01-01 03:41:16.458591,"New credit","Home improvement","43519.05313042058"
46,W_Complete application,User_53,2020-01-01 03:37:50.441948,2020-01-01 03:45:52.068398,"New credit","Car","12932.764763215519"
47,W_Complete application,User_52,2020-01-01 03:41:16.458591,2020-01-01 03:48:59.317322,"New credit","Other, see explanation","3571.8837182410557"
44,W_Complete application,User_75,2020-01-01 03:26:00.473201,2020-01-01 03:49:32.963524,"New credit","Existing loan takeover","1141.1338182174889"
49,W_Handle leads,User_52,2020-01-01 03:48:59.317322,2020-01-01 03:52:12.390419,"New credit","Home improvement","292.1266153523822"
50,W_Complete application,User_75,2020-01-01 03:49:32.963524,2020-01-01 03:56:41.978723,"New credit","Home improvement","33413.60568701563"
48,W_Complete application,User_53,2020-01-01 03:45:52.068398,2020-01-01 04:00:49.464468,"New credit","Other, see explanation","6.981735964924782"
51,W_Complete application,User_52,2020-01-01 03:52:12.390419,2020-01-01 04:11:03.776144,"New credit","Remaining debt home","6665.889965369308"
52,W_Handle leads,User_52,2020-01-01 04:11:03.776144,2020-01-01 04:14:18.498816,"New credit","Home improvement","246.2565369989027"
54,W_Complete application,User_52,2020-01-01 04:14:18.498816,2020-01-01 04:21:23.211378,"New credit","Not speficied","8447.681933530132"
53,W_Complete application,User_53,2020-01-01 04:11:03.776144,2020-01-01 04:21:50.403129,"New credit","Remaining debt home","683.9692507342236"
56,W_Complete application,User_53,2020-01-01 04:21:50.403129,2020-01-01 04:31:04.430091,"New credit","Car","14404.571876440132"
55,W_Complete application,User_52,2020-01-01 04:21:23.211378,2020-01-01 04:38:46.144343,"New credit","Home improvement","19761.12897344407"
57,W_Handle leads,User_52,2020-01-01 04:38:46.144343,2020-01-01 04:40:50.833974,"New credit","Existing loan takeover","0.04871327061355978"
58,W_Handle leads,User_52,2020-01-01 04:40:50.833974,2020-01-01 04:43:28.142083,"New credit","Home improvement","1.0106081497805757"
60,W_Complete application,User_52,2020-01-01 04:43:28.142083,2020-01-01 04:50:03.809181,"New credit","Home improvement","3472.64781280012"
59,W_Complete application,User_53,2020-01-01 04:40:50.833974,2020-01-01 04:56:39.537814,"New credit","Other, see explanation","5530.854667982479"
17,W_Complete application,User_19,2020-01-01 05:00:00.000000,2020-01-01 05:01:57.059701,"Limit raise","Car","5151.563006184279"
16,W_Call after offers,User_19,2020-01-01 05:01:57.059701,2020-01-01 05:03:14.577934,"New credit","Car","82.9993669279351"
15,W_Complete application,User_53,2020-01-01 04:56:39.537814,2020-01-01 05:06:16.924157,"New credit","Existing loan takeover","1.1094013206590998"
18,W_Complete application,User_19,2020-01-01 05:03:14.577934,2020-01-01 05:11:03.662791,"New credit","Car","2406.102654846318"
21,W_Call after offers,User_19,2020-01-01 05:11:03.662791,2020-01-01 05:11:13.614498,"New credit","Car","2.6117120659134945"
20,W_Call after offers,User_19,2020-01-01 05:11:13.614498,2020-01-01 05:13:18.865013,"New credit","Unknown","12550.379733359605"
61,W_Complete application,User_52,2020-01-01 04:50:03.809181,2020-01-01 05:13:54.426171,"New credit","Boat","0.3868590535749094"
19,W_Call after offers,User_53,2020-01-01 05:06:16.924157,2020-01-01 05:14:03.997398,"New credit","Car","46013.35037261949"
24,W_Call after offers,User_52,2020-01-01 05:13:54.426171,2020-01-01 05:14:55.595973,"Limit raise","Other, see explanation","51166.31230469127"
23,W_Complete application,User_19,2020-01-01 05:13:18.865013,2020-01-01 05:17:49.596901,"New credit","Home improvement","0.012324528680870323"
28,W_Call after offers,User_52,2020-01-01 05:14:55.595973,2020-01-01 05:19:11.700803,"New credit","Car","1487.7308792548747"
22,W_Call after offers,User_53,2020-01-01 05:14:03.997398,2020-01-01 05:24:04.732594,"New credit","Existing loan takeover","3974.906053797208"
26,W_Complete application,User_19,2020-01-01 05:17:49.596901,2020-01-01 05:25:50.761306,"New credit","Car","29234.322417219722"
1,W_Complete application,User_52,2020-01-01 05:19:11.700803,2020-01-01 05:26:59.422222,"New credit","Home improvement","4430.174422963953"
31,W_Call after offers,User_19,2020-01-01 05:25:50.761306,2020-01-01 05:27:23.636372,"New credit","Car","3256.668212987607"
30,W_Call after offers,User_52,2020-01-01 05:26:59.422222,2020-01-01 05:31:16.202565,"New credit","Car","2151.6287063202535"
29,W_Call after offers,User_53,2020-01-01 05:24:04.732594,2020-01-01 05:34:59.727040,"New credit","Extra spending limit","79891.14851705485"
33,W_Complete application,User_19,2020-01-01 05:27:23.636372,2020-01-01 05:35:29.828247,"New credit","Home improvement","2554.7411434743135"
32,W_Complete application,User_52,2020-01-01 05:31:16.202565,2020-01-01 05:38:30.750792,"New credit","Home improvement","588.5345879616831"
35,W_Call after offers,User_53,2020-01-01 05:34:59.727040,2020-01-01 05:40:48.803086,"New credit","Car","0.015270791613301237"
62,W_Complete application,User_19,2020-01-01 05:35:29.828247,2020-01-01 05:42:38.977908,"New credit","Car","146934.53139558528"
64,W_Handle leads,User_19,2020-01-01 05:42:38.977908,2020-01-01 05:45:37.980632,"New credit","Existing loan takeover","28.656522610583107"
34,W_Call after offers,User_19,2020-01-01 05:45:37.980632,2020-01-01 05:46:20.678569,"New credit","Extra spending limit","174.65899843252373"
36,W_Call after offers,User_19,2020-01-01 05:46:20.678569,2020-01-01 05:47:12.726317,"New credit","Home improvement","11813.752786464778"
65,W_Complete application,User_53,2020-01-01 05:42:38.977908,2020-01-01 05:48:38.020787,"New credit","Home improvement","54101.009986354526"
63,W_Complete application,User_52,2020-01-01 05:38:30.750792,2020-01-01 05:50:15.285506,"New credit","Car","8492.886974187662"
66,W_Complete application,User_52,2020-01-01 05:50:15.285506,2020-01-01 05:52:08.278205,"Limit raise","Caravan / Camper","16398.58108897767"
3,W_Call after offers,User_53,2020-01-01 05:48:38.020787,2020-01-01 05:52:54.056897,"New credit","Home improvement","12657.473768689772"
0,W_Complete application,User_19,2020-01-01 05:47:12.726317,2020-01-01 05:54:58.640457,"New credit","Existing loan takeover","408.10862288989114"
2,W_Call after offers,User_19,2020-01-01 05:54:58.640457,2020-01-01 05:57:40.928497,"New credit","Car","61470.93271703043"
4,W_Call after offers,User_19,2020-01-01 05:57:40.928497,2020-01-01 05:57:50.130167,"New credit","Car","9.205188465043536"
69,W_Complete application,User_19,2020-01-01 05:57:50.130167,2020-01-01 05:59:16.878340,"Limit raise","Other, see explanation","243.86198875979335"
70,W_Complete application,User_19,2020-01-01 05:59:16.878340,2020-01-01 06:01:31.951500,"New credit","Not speficied","0.05529582152400843"
68,W_Complete application,User_53,2020-01-01 05:52:54.056897,2020-01-01 06:01:46.547282,"New credit","Car","9439.459821333161"
67,W_Complete application,User_52,2020-01-01 05:52:08.278205,2020-01-01 06:07:09.221673,"New credit","Existing loan takeover","2869.4302022815295"
71,W_Complete application,User_53,2020-01-01 06:01:46.547282,2020-01-01 06:08:35.493457,"Limit raise","Home improvement","2552.692449494233"
72,W_Complete application,User_52,2020-01-01 06:07:09.221673,2020-01-01 06:17:41.818229,"Limit raise","Unknown","30178.103460341346"
73,W_Complete application,User_53,2020-01-01 06:08:35.493457,2020-01-01 06:18:59.404555,"New credit","Remaining debt home","2602.006378538641"
75,W_Complete application,User_53,2020-01-01 06:18:59.404555,2020-01-01 06:24:05.478041,"Limit raise","Car","10465.422652876996"
74,W_Complete application,User_52,2020-01-01 06:17:41.818229,2020-01-01 06:31:23.248319,"New credit","Existing loan takeover","8569.308809722877"
76,W_Complete application,User_53,2020-01-01 06:24:05.478041,2020-01-01 06:34:05.403704,"New credit","Car","270.19176947769296"
77,W_Complete application,User_52,2020-01-01 06:31:23.248319,2020-01-01 06:35:06.520650,"Limit raise","Home improvement","261.73264939748"
78,W_Complete application,User_53,2020-01-01 06:34:05.403704,2020-01-01 06:42:02.009001,"New credit","Unknown","2703.5767420128927"
80,W_Call after offers,User_53,2020-01-01 06:42:02.009001,2020-01-01 06:49:13.357817,"Limit raise","Car","1971.982152640911"
79,W_Complete application,User_52,2020-01-01 06:35:06.520650,2020-01-01 06:51:14.566218,"New credit","Unknown","53004.08481109992"
81,W_Complete application,User_53,2020-01-01 06:49:13.357817,2020-01-01 06:58:59.879959,"New credit","Existing loan takeover","23.703094320012116"
82,W_Complete application,User_52,2020-01-01 06:51:14.566218,2020-01-01 07:02:12.364954,"New credit","Existing loan takeover","15932.331532041913"
83,W_Complete application,User_53,2020-01-01 06:58:59.879959,2020-01-01 07:07:23.578859,"New credit","Car","26587.315862823678"
84,W_Complete application,User_53,2020-01-01 07:07:23.578859,2020-01-01 07:17:59.657652,"New credit","Existing loan takeover","7480.990826010228"
85,W_Complete application,User_53,2020-01-01 07:17:59.657652,2020-01-01 07:25:22.162481,"New credit","Car","180.207369834212"
86,W_Complete application,User_53,2020-01-01 07:25:22.162481,2020-01-01 07:35:18.359834,"New credit","Home improvement","27561.93286654023"
87,W_Complete application,User_53,2020-01-01 07:35:18.359834,2020-01-01 07:52:00.574139,"New credit","Other, see explanation","104970.30980111277"
88,W_Complete application,User_53,2020-01-01 07:52:00.574139,2020-01-01 08:01:12.202193,"New credit","Car","1254.2371235344942"
89,W_Call after offers,User_53,2020-01-01 08:01:12.202193,2020-01-01 08:07:07.766177,"New credit","Existing loan takeover","128002.44506446926"
90,W_Complete application,User_53,2020-01-01 08:07:07.766177,2020-01-01 08:16:56.436109,"New credit","Home improvement","1261.8908339144116"
91,W_Complete application,User_53,2020-01-01 08:16:56.436109,2020-01-01 08:29:12.911426,"New credit","Home improvement","83628.59109945378"
92,W_Complete application,User_53,2020-01-01 08:29:12.911426,2020-01-01 08:45:05.694284,"New credit","Other, see explanation","1236.1938298948367"
93,W_Complete application,User_53,2020-01-01 08:45:05.694284,2020-01-01 08:50:25.464972,"Limit raise","Home improvement","2.1406296181513396"
94,W_Handle leads,User_33,2020-01-02 23:00:00.000000,2020-01-02 23:04:19.444615,"New credit","Existing loan takeover","13848.1117212453"
97,W_Handle leads,User_33,2020-01-02 23:04:19.444615,2020-01-02 23:04:51.221882,"New credit","Car","44789.8762498481"
96,W_Complete application,User_38,2020-01-02 23:00:00.000000,2020-01-02 23:07:40.284837,"New credit","Car","133.60806320294083"
95,W_Complete application,User_29,2020-01-02 23:00:00.000000,2020-01-02 23:07:41.895651,"New credit","Home improvement","1115.5076745324318"
100,W_Complete application,User_38,2020-01-02 23:07:40.284837,2020-01-02 23:09:31.757676,"Limit raise","Other, see explanation","11604.760004055624"
98,W_Complete application,User_95,2020-01-02 23:04:19.444615,2020-01-02 23:10:02.792946,"New credit","Other, see explanation","7.478519277078095"
101,W_Call after offers,User_29,2020-01-02 23:07:41.895651,2020-01-02 23:13:42.326631,"New credit","Other, see explanation","4158.080362437397"
103,W_Complete application,User_95,2020-01-02 23:10:02.792946,2020-01-02 23:14:27.611095,"New credit","Car","44896.05695326134"
102,W_Complete application,User_38,2020-01-02 23:09:31.757676,2020-01-02 23:15:44.428621,"New credit","Caravan / Camper","154.86447809143226"
99,W_Complete application,User_33,2020-01-02 23:04:51.221882,2020-01-02 23:18:44.249465,"New credit","Car","62.025271683391736"
5,W_Call after offers,User_95,2020-01-02 23:14:27.611095,2020-01-02 23:18:54.279348,"Limit raise","Existing loan takeover","1.292180322185062"
9,W_Call after offers,User_38,2020-01-02 23:15:44.428621,2020-01-02 23:19:22.552557,"New credit","Home improvement","3223.3885146976495"
10,W_Call after offers,User_33,2020-01-02 23:18:44.249465,2020-01-02 23:23:24.635300,"New credit","Home improvement","19317.172010105864"
8,W_Call after offers,User_95,2020-01-02 23:18:54.279348,2020-01-02 23:25:12.127239,"New credit","Car","13.235226467383498"
7,W_Complete application,User_38,2020-01-02 23:19:22.552557,2020-01-02 23:28:21.747165,"New credit","Unknown","24.505673857286332"
40,W_Complete application,User_95,2020-01-02 23:25:12.127239,2020-01-02 23:31:43.924027,"New credit","Car","23740.2883780266"
38,W_Complete application,User_33,2020-01-02 23:23:24.635300,2020-01-02 23:33:19.833501,"New credit","Extra spending limit","542.945564090006"
39,W_Complete application,User_38,2020-01-02 23:28:21.747165,2020-01-02 23:33:48.015648,"Limit raise","Car","734.6490363249457"
37,W_Complete application,User_29,2020-01-02 23:13:42.326631,2020-01-02 23:34:02.430185,"New credit","Car","34.948474372924565"
11,W_Call after offers,User_38,2020-01-02 23:33:48.015648,2020-01-02 23:41:08.441669,"New credit","Car","33246.63008405885"
42,W_Complete application,User_33,2020-01-02 23:33:19.833501,2020-01-02 23:41:18.185736,"Limit raise","Home improvement","1337.6902871249988"
41,W_Complete application,User_95,2020-01-02 23:31:43.924027,2020-01-02 23:44:44.262074,"New credit","Home improvement","0.5665601920759415"
12,W_Call after offers,User_38,2020-01-02 23:41:08.441669,2020-01-02 23:46:18.731593,"New credit","Car","775.7912572272811"
46,W_Call after offers,User_95,2020-01-02 23:44:44.262074,2020-01-02 23:46:20.991897,"New credit","Car","12932.764763215519"
45,W_Complete application,User_33,2020-01-02 23:41:18.185736,2020-01-02 23:49:13.586338,"New credit","Home improvement","43519.05313042058"
44,W_Call after offers,User_95,2020-01-02 23:46:20.991897,2020-01-02 23:49:42.422115,"New credit","Existing loan takeover","1141.1338182174889"
47,W_Call after offers,User_38,2020-01-02 23:46:18.731593,2020-01-02 23:51:08.723842,"New credit","Other, see explanation","3571.8837182410557"
105,W_Complete application,User_95,2020-01-02 23:49:42.422115,2020-01-02 23:51:28.976368,"New credit","Home improvement","80164.85617737276"
49,W_Call after offers,User_38,2020-01-02 23:51:08.723842,2020-01-02 23:54:49.556222,"New credit","Home improvement","292.1266153523822"
106,W_Handle leads,User_38,2020-01-02 23:54:49.556222,2020-01-02 23:56:13.928990,"Limit raise","Remaining debt home","495.4304465857159"
43,W_Complete application,User_29,2020-01-02 23:34:02.430185,2020-01-02 23:58:00.587106,"New credit","Not speficied","26.61058477018841"
107,W_Complete application,User_95,2020-01-02 23:54:49.556222,2020-01-02 23:58:58.785381,"New credit","Car","10146.242309448302"
104,W_Complete application,User_33,2020-01-02 23:49:13.586338,2020-01-02 23:59:27.611305,"New credit","Home improvement","764.5898102303128"
110,W_Complete application,User_95,2020-01-02 23:58:58.785381,2020-01-03 00:03:36.151972,"New credit","Car","4.625574956669501"
108,W_Complete application,User_38,2020-01-02 23:56:13.928990,2020-01-03 00:03:47.824186,"New credit","Car","20033.203115410488"
112,W_Complete application,User_73,2020-01-03 00:00:00.000000,2020-01-03 00:04:18.971386,"New credit","Not speficied","7129.819745281902"
115,W_Call after offers,User_73,2020-01-03 00:04:18.971386,2020-01-03 00:04:54.939785,"New credit","Home improvement","44554.86001837083"
113,W_Complete application,User_95,2020-01-03 00:03:36.151972,2020-01-03 00:06:16.703018,"Limit raise","Car","3155.0461444772213"
116,W_Complete application,User_73,2020-01-03 00:04:54.939785,2020-01-03 00:09:34.671513,"New credit","Not speficied","147899.7615613025"
114,W_Complete application,User_38,2020-01-03 00:03:47.824186,2020-01-03 00:10:58.604396,"New credit","Existing loan takeover","7136.436681065809"
117,W_Complete application,User_95,2020-01-03 00:06:16.703018,2020-01-03 00:12:46.086854,"New credit","Car","12728.237606904082"
118,W_Call after offers,User_73,2020-01-03 00:09:34.671513,2020-01-03 00:13:39.904368,"New credit","Existing loan takeover","1248.7448728754894"
111,W_Complete application,User_33,2020-01-02 23:59:27.611305,2020-01-03 00:15:11.579121,"New credit","Unknown","20280.41736989686"
119,W_Complete application,User_38,2020-01-03 00:10:58.604396,2020-01-03 00:16:11.558928,"New credit","Home improvement","887.171121296509"
123,W_Complete application,User_38,2020-01-03 00:16:11.558928,2020-01-03 00:19:33.470497,"New credit","Existing loan takeover","1.696826877521336"
121,W_Complete application,User_73,2020-01-03 00:13:39.904368,2020-01-03 00:21:13.345434,"New credit","Unknown","78.79367033335669"
124,W_Complete application,User_38,2020-01-03 00:19:33.470497,2020-01-03 00:22:59.939692,"New credit","Car","0.017587942406450983"
125,W_Complete application,User_73,2020-01-03 00:21:13.345434,2020-01-03 00:23:02.341666,"Limit raise","Car","18077.01275084468"
120,W_Complete application,User_95,2020-01-03 00:12:46.086854,2020-01-03 00:24:09.402477,"New credit","Home improvement","4586.892057920076"
122,W_Complete application,User_33,2020-01-03 00:15:11.579121,2020-01-03 00:27:18.247646,"New credit","Car","13.11182096734475"
109,W_Complete application,User_29,2020-01-02 23:58:00.587106,2020-01-03 00:28:28.192818,"New credit","Existing loan takeover","76.04083505640133"
126,W_Complete application,User_38,2020-01-03 00:22:59.939692,2020-01-03 00:29:05.597237,"New credit","Car","101.96242981567228"
127,W_Complete application,User_73,2020-01-03 00:23:02.341666,2020-01-03 00:29:12.536597,"New credit","Car","0.7903059051311878"
50,W_Complete application,User_95,2020-01-03 00:24:09.402477,2020-01-03 00:29:30.602428,"New credit","Home improvement","33413.60568701563"
54,W_Complete application,User_73,2020-01-03 00:29:12.536597,2020-01-03 00:30:10.441157,"New credit","Not speficied","8447.681933530132"
53,W_Call after offers,User_95,2020-01-03 00:29:30.602428,2020-01-03 00:30:58.604968,"New credit","Remaining debt home","683.9692507342236"
52,W_Complete application,User_38,2020-01-03 00:29:05.597237,2020-01-03 00:34:12.705960,"New credit","Home improvement","246.2565369989027"
128,W_Complete application,User_73,2020-01-03 00:30:10.441157,2020-01-03 00:35:24.003785,"New credit","Home improvement","4822.043938599169"
51,W_Call after offers,User_29,2020-01-03 00:28:28.192818,2020-01-03 00:37:02.554574,"New credit","Remaining debt home","6665.889965369308"
48,W_Complete application,User_33,2020-01-03 00:27:18.247646,2020-01-03 00:37:21.358353,"New credit","Other, see explanation","6.981735964924782"
131,W_Complete application,User_73,2020-01-03 00:35:24.003785,2020-01-03 00:40:33.012056,"New credit","Home improvement","6889.064156605876"
56,W_Call after offers,User_33,2020-01-03 00:37:21.358353,2020-01-03 00:41:23.007369,"New credit","Car","14404.571876440132"
129,W_Complete application,User_95,2020-01-03 00:30:58.604968,2020-01-03 00:42:49.753272,"New credit","Home improvement","209.14086728487226"
130,W_Complete application,User_38,2020-01-03 00:34:12.705960,2020-01-03 00:43:14.635758,"New credit","Unknown","162.330764093264"
132,W_Complete application,User_29,2020-01-03 00:37:02.554574,2020-01-03 00:46:06.272473,"New credit","Home improvement","91.52207369426255"
133,W_Complete application,User_73,2020-01-03 00:40:33.012056,2020-01-03 00:46:22.951763,"New credit","Home improvement","534.8932302393164"
135,W_Complete application,User_38,2020-01-03 00:43:14.635758,2020-01-03 00:48:39.369623,"New credit","Car","83.16170483689818"
136,W_Handle leads,User_38,2020-01-03 00:48:39.369623,2020-01-03 00:50:17.848509,"New credit","Existing loan takeover","20.902045076942137"
55,W_Complete application,User_33,2020-01-03 00:41:23.007369,2020-01-03 00:50:58.538191,"New credit","Home improvement","19761.12897344407"
57,W_Complete application,User_38,2020-01-03 00:50:17.848509,2020-01-03 00:51:20.603165,"New credit","Existing loan takeover","0.04871327061355978"
138,W_Complete application,User_73,2020-01-03 00:48:39.369623,2020-01-03 00:51:57.989150,"Limit raise","Car","2.5583210007042294"
134,W_Complete application,User_95,2020-01-03 00:42:49.753272,2020-01-03 00:54:21.961742,"New credit","Home improvement","2624.935973359531"
58,W_Complete application,User_73,2020-01-03 00:51:57.989150,2020-01-03 00:55:32.753938,"New credit","Home improvement","1.0106081497805757"
142,W_Complete application,User_73,2020-01-03 00:55:32.753938,2020-01-03 00:55:34.603039,"Limit raise","Other, see explanation","0.8054534718274259"
140,W_Complete application,User_38,2020-01-03 00:51:20.603165,2020-01-03 00:59:22.997913,"New credit","Car","2743.1564427640574"
60,W_Complete application,User_73,2020-01-03 00:55:34.603039,2020-01-03 00:59:26.538093,"New credit","Home improvement","3472.64781280012"
141,W_Complete application,User_95,2020-01-03 00:54:21.961742,2020-01-03 00:59:56.097642,"Limit raise","Home improvement","122884.24979422233"
139,W_Complete application,User_33,2020-01-03 00:50:58.538191,2020-01-03 01:01:05.405921,"New credit","Car","5676.772944043992"
145,W_Complete application,User_95,2020-01-03 00:59:56.097642,2020-01-03 01:04:07.211322,"New credit","Car","272.0479355678635"
144,W_Complete application,User_73,2020-01-03 00:59:26.538093,2020-01-03 01:04:53.262586,"New credit","Home improvement","92.72843157960976"
